"date","VIX.Top.1","VIX.Top.2","VIX.Top.3","VIX.Top.4","X10M.Top.1","X10M.Top.2","X10M.Top.3","X10M.Top.4","Equal.Weight.B.H"
2009-06-01,0.0596480910142693,0.0469240852064839,0.0409756865830095,0.0395702001541257,0.00501110471333388,-0.00224657889277799,0.00400001930958098,-0.000782354607382406,0.0198324905533458
2009-06-02,-0.0179184140297369,-0.0129538930865449,-0.000516144990652297,-0.00232312349039535,0.00324768864094716,0.00020808032212799,0.00430859360057686,-0.00065583157367366,0.000622812174525568
2009-06-03,0.00922434191067723,0.00742921229609295,0.0147629188198269,0.0106736854680005,-0.00967889309489633,-0.0103481866557621,-0.00489283620634295,-0.00516017498611135,0.0152056366743074
2009-06-04,0.0326586683762249,0.0358455252994156,0.0260340505621459,0.0265856759340615,0.00869596736458478,0.0111796981626479,0.00971831329312163,0.0122291628686448,0.0197155365239539
2009-06-05,-0.0233247011245521,-0.0157895887495796,-0.0114982978874999,-0.0136467953760855,-0.0172942671497127,-0.00909610663982713,0.00282152190132882,0.00498751833199682,-0.00292258660378796
2009-06-08,-0.112198754154332,-0.0933499513306366,-0.0782737049274951,-0.068006822513376,-0.0636196516842354,-0.0568836959650108,-0.0473342693910571,-0.045366852132423,-0.046335177714159
2009-06-09,0.0558658075074152,0.0562224725687096,0.0488661864891331,0.0413001288201276,0.0366833403743951,0.0334455698873113,0.0272183166560648,0.0274080197735577,0.0296570050902195
2009-06-10,-0.0119536577805331,-0.00424877123932194,0.00817775216986734,0.00690490809118896,0.015122562616861,0.0205832614043024,0.017845198288343,0.0236654477577591,0.0175321376398072
2009-06-11,-0.00688248789191948,-0.00991033662416008,-0.00887826007924878,-0.0040724148223609,-0.0261309584050198,-0.0174754357160581,-0.0101165481460838,-0.00759576382118712,-0.00202639258142521
2009-06-12,-0.0246801453166956,-0.0249219704812113,-0.0240105714780355,-0.0213206506963345,-0.0269983788502307,-0.0251204137643431,-0.0242568978006015,-0.0238568363473706,-0.0199510011013476
2009-06-15,-0.0335843556419289,-0.0388166711053027,-0.032374386682175,-0.0307228463495793,0.00303321584962091,0.0013824659784511,-0.00604663841658496,-0.00514948141574184,-0.0143737673474353
2009-06-16,0.0183497769119587,0.0184649860263466,0.0180838253554042,0.0196205686235581,0.0399549942855519,0.0338392881016012,0.0248006944140518,0.0250451358471743,0.0188414621384879
2009-06-17,-0.060578010901985,-0.0532394155319224,-0.0479514154487456,-0.0466848619397549,-0.0323311683657622,-0.0293900852312706,-0.027502969384261,-0.0273834645931544,-0.0336665030408164
2009-06-18,-0.0626231661922486,-0.0513708797341597,-0.043564210800166,-0.040677554188916,0.0168344349371838,0.00912976005999067,0.00255599991845878,-0.00112873414487755,-0.0220688497591408
2009-06-19,0.0370474188273766,0.0346245800516025,0.0262554822757401,0.0225615852147419,0.0217864092487314,0.0209482877433209,0.0185656978617801,0.0180373647238216,0.0162947242819471
2009-06-22,-0.0255428416974501,-0.019003264270068,-0.0167141371165418,-0.0152923910004805,-0.00403286034354,-0.00105806955999677,-0.00335964962245013,-0.00135100953124331,-0.00978660216628009
2009-06-23,-0.00815958577966813,-0.00725656821850817,-0.00680096345099612,-0.00781288989213594,-0.00014315318754432,-0.00963291242536041,-0.00851386651035239,-0.0130741012535226,-0.00279084918478577
2009-06-24,0.0204619077582793,0.020377317279155,0.015845308496871,0.0157165963821998,0.0110686892790182,0.00670501348011121,0.00958292435315348,0.00747486215010884,0.017321060106054
2009-06-25,0.00641742983077176,0.00382623267763005,-0.000585511742208925,0.00151714957649615,-0.00732306800136207,-0.00259941156318722,-0.00908855738705938,-0.00471596668342916,-0.00478448152757904
2009-06-26,0.0314967777071797,0.033462356199911,0.0346660944036322,0.0336226384454839,0.0229871783985733,0.0308286728132356,0.0244128694214303,0.0304280087088237,0.0204278094709486
2009-06-29,0.0319869764167546,0.0345639203337966,0.0333752308553839,0.0303992928912585,0.0191272705540966,0.0170076390267996,0.0104166847732541,0.0129835886018309,0.00902866501987657
2009-06-30,-0.0788957578341506,-0.0672341968056183,-0.0527508733469347,-0.039991872437781,-0.0150022478938213,-0.0188046365525715,-0.018184049588268,-0.0218177364514914,-0.0270126137150013
2009-07-01,0.00580088965177422,0.00622997029264777,0.00303662190875117,0.00290461395982762,0.0142054380864498,0.0148525786151048,0.010751688172356,0.00959113351353605,0.00924222837586495
2009-07-02,0.00212392327025124,0.00136244921119688,0.00772330527168045,0.00684193613108242,-0.0123726536309205,-0.0095280717889325,-0.00374949633818925,-0.00179126330801119,0.00646459357745901
