"date","NIFTY500_MOM50_TR","Momentum","OmegaMom","Omega.Skew","Omega.Skew.LIQC"
2014-08-28,-0.0031588189943178,-0.00277145032658421,-0.000225012535450597,-0.005,-0.005
2014-09-30,0.0865621370915286,0.128641049875521,0.13136642729159,0.134171609311893,0.13059370382875
2014-10-31,0.0439467252505836,0.0524519137975152,0.024280597023405,0.0188990759748358,0.0138883884276433
2014-11-28,0.0477133955468483,0.105381700562818,0.0847456642095692,0.082210722097894,0.082210722097894
2014-12-31,0.0158808270121693,0.0161719125234143,0.0138390332692437,0.0440428087834508,0.0373339164269795
2015-01-30,0.0740078019498951,0.0372012822194985,0.0539480267138333,0.0436950259769078,0.0443330179278258
2015-02-28,0.0126131715273503,0.010083339790345,0.00998659121732692,-0.00244739386071102,-0.0209704788317946
2015-03-31,0.0259783821028319,0.082351457641511,0.0271394470279147,0.00416510778802315,0.000369769842520906
2015-04-30,-0.0628155217660183,-0.016369644733931,0.00386005247581678,0.0126170980720466,0.0221975533378138
2015-05-29,0.0484067208237573,0.011176762367797,0.0495858651157379,0.0251058217333409,0.0378830198944484
2015-06-30,-0.00687291420759939,0.00551842722981166,0.0191997552858283,0.0443359078391825,0.0627153463059851
2015-07-31,0.0789272260250646,0.0996058385860403,0.0774968794723505,0.129433759207588,0.118404610551433
2015-08-31,-0.0586141343452015,-0.135768204836906,-0.0975932202898965,-0.12505689790435,-0.12505689790435
2015-09-30,-0.000638271624803566,0.0525150748127774,0.0672860725947715,0.0474833247104085,0.047508437438825
2015-10-30,0.00977608655982642,0.0659861062729179,0.0159533466845829,0.0533270251875315,0.0626936862285901
2015-11-30,-0.0147981018034991,0.103163673505228,0.06747977372601,0.0860189249065519,0.0875054457076223
2015-12-31,0.0121466772647001,-0.0116171582274442,0.000949792807724226,0.0474018808999515,0.0385811517343766
2016-01-29,-0.0572781422536903,-0.143437482466735,-0.131655473248106,-0.107516624397393,-0.107623676183513
2016-02-29,-0.0919609984649292,-0.204643713221534,-0.183355784435337,-0.191609543457098,-0.178483810216669
2016-03-31,0.0901317038898877,0.0366516837732727,0.0612615718666678,0.0428057080223208,0.0489742705091596
